,PC,Label,p_value
8388,PC2,positive_Alpha amino acid amides,0.5719983835210474
8389,PC2,negative_Alpha amino acid amides,1.0
8390,PC2,positive_Alpha amino acid esters,0.1993701338465576
8391,PC2,negative_Alpha amino acid esters,1.0
8392,PC2,positive_Alpha amino acids,1.0
8393,PC2,negative_Alpha amino acids,1.0
8394,PC2,positive_Alpha amino acids and derivatives,1.0
8395,PC2,negative_Alpha amino acids and derivatives,1.0
8396,PC2,positive_Alpha-acyloxy carbonyl compounds,1.0
8397,PC2,negative_Alpha-acyloxy carbonyl compounds,1.0
8398,PC2,"positive_Alpha-branched alpha,beta-unsaturated ketones",1.0
8399,PC2,"negative_Alpha-branched alpha,beta-unsaturated ketones",1.0
8400,PC2,positive_Alpha-hydrogen aldehydes,1.0
8401,PC2,negative_Alpha-hydrogen aldehydes,1.0
8402,PC2,"positive_Amino acids, peptides, and analogues",0.14779420334695478
8403,PC2,"negative_Amino acids, peptides, and analogues",0.7645293449979873
8404,PC2,positive_Aminobenzamides,1.0
8405,PC2,negative_Aminobenzamides,0.4689655172413793
8406,PC2,positive_Aminobenzoic acids,1.0
8407,PC2,negative_Aminobenzoic acids,1.0
8408,PC2,positive_Aminoquinolines and derivatives,1.0
8409,PC2,negative_Aminoquinolines and derivatives,1.0
8410,PC2,positive_Amphetamines and derivatives,1.0
8411,PC2,negative_Amphetamines and derivatives,1.0
8412,PC2,positive_Anagyrine-type alkaloids,1.0
8413,PC2,negative_Anagyrine-type alkaloids,1.0
8414,PC2,positive_Androgens and derivatives,1.0
8415,PC2,negative_Androgens and derivatives,1.0
8416,PC2,positive_Androstane steroids,1.0
8417,PC2,negative_Androstane steroids,1.0
8418,PC2,positive_Anilides,0.4930875576036867
8419,PC2,negative_Anilides,1.0
8420,PC2,positive_Aniline and substituted anilines,1.0
8421,PC2,negative_Aniline and substituted anilines,1.0
8422,PC2,positive_Anisoles,1.0
8423,PC2,negative_Anisoles,0.4435483870967742
8424,PC2,positive_Annonaceous acetogenins,0.5960169253058781
8425,PC2,negative_Annonaceous acetogenins,0.5946525128685329
8426,PC2,positive_Aporphines,0.2792022792022792
8427,PC2,negative_Aporphines,1.0
8428,PC2,positive_Artemisinins,1.0
8429,PC2,negative_Artemisinins,1.0
8430,PC2,positive_Aryl-aldehydes,1.0
8431,PC2,negative_Aryl-aldehydes,1.0
8432,PC2,positive_Aspartic acid and derivatives,1.0
8433,PC2,negative_Aspartic acid and derivatives,1.0
8434,PC2,positive_Azoles,1.0
8435,PC2,negative_Azoles,0.6226643341098868
8436,PC2,positive_Azolidines,1.0
8437,PC2,negative_Azolidines,1.0
8438,PC2,positive_Benzaldehydes,1.0
8439,PC2,negative_Benzaldehydes,0.4100840336134453
8440,PC2,positive_Benzazepines,1.0
8441,PC2,negative_Benzazepines,1.0
8442,PC2,positive_Benzene and substituted derivatives,1.0
8443,PC2,negative_Benzene and substituted derivatives,1.0
8444,PC2,positive_Benzenediols,1.0
8445,PC2,negative_Benzenediols,1.0
8446,PC2,positive_Benzenesulfonic acids and derivatives,1.0
8447,PC2,negative_Benzenesulfonic acids and derivatives,1.0
8448,PC2,positive_Benzidines,1.0
8449,PC2,negative_Benzidines,1.0
8450,PC2,positive_Benzimidazoles,1.0
8451,PC2,negative_Benzimidazoles,1.0
8452,PC2,positive_Benzodiazepines,0.4705822267620022
8453,PC2,negative_Benzodiazepines,0.4742138364779874
8454,PC2,positive_Benzodioxoles,1.0
8455,PC2,negative_Benzodioxoles,1.0
8456,PC2,positive_Benzoic acid esters,1.0
8457,PC2,negative_Benzoic acid esters,1.0
8458,PC2,positive_Benzoic acids and derivatives,0.4689950106913757
8459,PC2,negative_Benzoic acids and derivatives,0.5912926788764218
8460,PC2,positive_Benzopyrans,0.7452774531444808
8461,PC2,negative_Benzopyrans,0.7454300949572938
8462,PC2,positive_Benzopyrazoles,1.0
8463,PC2,negative_Benzopyrazoles,1.0
8464,PC2,positive_Benzoquinolines,1.0
8465,PC2,negative_Benzoquinolines,1.0
8466,PC2,positive_Benzothiazepines,1.0
8467,PC2,negative_Benzothiazepines,1.0
8468,PC2,positive_Benzothiophenes,1.0
8469,PC2,negative_Benzothiophenes,1.0
8470,PC2,positive_Benzoxazines,1.0
8471,PC2,negative_Benzoxazines,1.0
8472,PC2,positive_Benzoxazolones,1.0
8473,PC2,negative_Benzoxazolones,1.0
8474,PC2,positive_Benzyl alcohols,1.0
8475,PC2,negative_Benzyl alcohols,1.0
8476,PC2,positive_Benzyloxycarbonyls,1.0
8477,PC2,negative_Benzyloxycarbonyls,0.4992747261136771
8478,PC2,positive_Beta amino acids and derivatives,1.0
8479,PC2,negative_Beta amino acids and derivatives,0.5032258064516129
8480,PC2,positive_Beta-diketones,0.7199933871901039
8481,PC2,negative_Beta-diketones,0.5876107428002486
8482,PC2,"positive_Bile acids, alcohols and derivatives",1.0
8483,PC2,"negative_Bile acids, alcohols and derivatives",0.594100542695992
8484,PC2,positive_Biphenols,1.0
8485,PC2,negative_Biphenols,1.0
8486,PC2,positive_Biphenyls and derivatives,1.0
8487,PC2,negative_Biphenyls and derivatives,0.5529411764705882
8488,PC2,positive_Brassinolides and derivatives,0.7860271110535741
8489,PC2,negative_Brassinolides and derivatives,1.0
8490,PC2,positive_Camptothecins,1.0
8491,PC2,negative_Camptothecins,1.0
8492,PC2,positive_Carbohydrates and carbohydrate conjugates,1.0
8493,PC2,negative_Carbohydrates and carbohydrate conjugates,1.0
8494,PC2,positive_Carbonyl compounds,1.0
8495,PC2,negative_Carbonyl compounds,0.4049346879535558
8496,PC2,positive_Carboximidic acids and derivatives,1.0
8497,PC2,negative_Carboximidic acids and derivatives,1.0
8498,PC2,positive_Carboxylic acid derivatives,1.0
8499,PC2,negative_Carboxylic acid derivatives,0.5880087780327655
8500,PC2,positive_Carboxylic acids,1.0
8501,PC2,negative_Carboxylic acids,1.0
8502,PC2,positive_Cardenolide glycosides and derivatives,1.0
8503,PC2,negative_Cardenolide glycosides and derivatives,1.0
8504,PC2,positive_Cardenolides and derivatives,1.0
8505,PC2,negative_Cardenolides and derivatives,1.0
8506,PC2,positive_Cardiolipins,0.5161003569011953
8507,PC2,negative_Cardiolipins,1.0
8508,PC2,positive_Cembrane diterpenoids,1.0
8509,PC2,negative_Cembrane diterpenoids,1.0
8510,PC2,positive_Cholestane steroids,1.0
8511,PC2,negative_Cholestane steroids,1.0
8512,PC2,positive_Cholesterols and derivatives,1.0
8513,PC2,negative_Cholesterols and derivatives,0.006662140451258958
8514,PC2,positive_Cholesteryl esters,0.3638726845063363
8515,PC2,negative_Cholesteryl esters,1.0
8516,PC2,positive_Cinnamic acids and derivatives,1.0
8517,PC2,negative_Cinnamic acids and derivatives,1.0
8518,PC2,positive_Coumarans,1.0
8519,PC2,negative_Coumarans,1.0
8520,PC2,positive_Coumarins and derivatives,1.0
8521,PC2,negative_Coumarins and derivatives,1.0
8522,PC2,positive_Cucurbitacins,1.0
8523,PC2,negative_Cucurbitacins,1.0
8524,PC2,positive_Cumenes,1.0
8525,PC2,negative_Cumenes,1.0
8526,PC2,positive_Cyanogenic glycosides,0.45235361653272116
8527,PC2,negative_Cyanogenic glycosides,1.0
8528,PC2,positive_Cyclic ketones,1.0
8529,PC2,negative_Cyclic ketones,1.0
8530,PC2,positive_Cyclic olefins,0.4841269841269841
8531,PC2,negative_Cyclic olefins,1.0
8532,PC2,positive_Cycloartanols and derivatives,1.0
8533,PC2,negative_Cycloartanols and derivatives,1.0
8534,PC2,positive_Cyclohexanols,1.0
8535,PC2,negative_Cyclohexanols,1.0
8536,PC2,positive_Cyclohexenones,1.0
8537,PC2,negative_Cyclohexenones,0.10509327442317133
8538,PC2,positive_Cyclohexylphenols,1.0
8539,PC2,negative_Cyclohexylphenols,1.0
8540,PC2,positive_Cyclopentyl nucleosides,1.0
8541,PC2,negative_Cyclopentyl nucleosides,1.0
8542,PC2,positive_Diazinanes,1.0
8543,PC2,negative_Diazinanes,1.0
8544,PC2,positive_Diazines,0.7149294674277458
8545,PC2,negative_Diazines,0.6942468369689028
8546,PC2,positive_Dicarboxylic acids and derivatives,1.0
8547,PC2,negative_Dicarboxylic acids and derivatives,0.10517984517423254
8548,PC2,positive_Dihydrofurans,1.0
8549,PC2,negative_Dihydrofurans,1.0
8550,PC2,positive_Dihydrothiophenes,1.0
8551,PC2,negative_Dihydrothiophenes,1.0
8552,PC2,"positive_Dihydroxy bile acids, alcohols and derivatives",0.2516159422186168
8553,PC2,"negative_Dihydroxy bile acids, alcohols and derivatives",1.0
8554,PC2,positive_Dimethoxybenzenes,1.0
8555,PC2,negative_Dimethoxybenzenes,1.0
8556,PC2,positive_Dioxanes,1.0
8557,PC2,negative_Dioxanes,1.0
8558,PC2,positive_Dipeptides,0.058494282977871875
8559,PC2,negative_Dipeptides,1.0
8560,PC2,positive_Diphenylacetonitriles,1.0
8561,PC2,negative_Diphenylacetonitriles,1.0
8562,PC2,positive_Diphenylethers,1.0
8563,PC2,negative_Diphenylethers,1.0
8564,PC2,positive_Diphenylmethanes,0.5966277950429518
8565,PC2,negative_Diphenylmethanes,1.0
8566,PC2,positive_Diradylglycerols,1.0
8567,PC2,negative_Diradylglycerols,1.0
8568,PC2,positive_Diterpene glycosides,0.5248020083949166
8569,PC2,negative_Diterpene glycosides,1.0
8570,PC2,positive_Diterpene lactones,1.0
8571,PC2,negative_Diterpene lactones,1.0
8572,PC2,positive_Diterpenoids,0.7995303872751804
8573,PC2,negative_Diterpenoids,0.6965755612568578
8574,PC2,positive_Dithioacetals,1.0
8575,PC2,negative_Dithioacetals,1.0
8576,PC2,positive_Eicosanoids,0.30364773836047454
8577,PC2,negative_Eicosanoids,1.0
8578,PC2,positive_Endocannabinoids,1.0
8579,PC2,negative_Endocannabinoids,1.0
8580,PC2,positive_Epoxides,0.35585961274034666
8581,PC2,negative_Epoxides,1.0
8582,PC2,"positive_Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids",0.09294133586234929
8583,PC2,"negative_Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids",1.0
8584,PC2,positive_Ergoline and derivatives,1.0
8585,PC2,negative_Ergoline and derivatives,1.0
8586,PC2,positive_Ergostane steroids,1.0
8587,PC2,negative_Ergostane steroids,1.0
8588,PC2,positive_Ergosterols and derivatives,0.33622535208346477
8589,PC2,negative_Ergosterols and derivatives,1.0
8590,PC2,positive_Estrane steroids,1.0
8591,PC2,negative_Estrane steroids,1.0
8592,PC2,"positive_Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids",1.0
8593,PC2,"negative_Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids",1.0
8594,PC2,positive_Fatty acid esters,1.0
8595,PC2,negative_Fatty acid esters,0.49048364692100643
8596,PC2,positive_Fatty acid methyl esters,1.0
8597,PC2,negative_Fatty acid methyl esters,1.0
8598,PC2,positive_Fatty acids and conjugates,0.35832895799887315
8599,PC2,negative_Fatty acids and conjugates,0.14101520332437018
8600,PC2,positive_Fatty acyl glycosides,1.0
8601,PC2,negative_Fatty acyl glycosides,0.6122003975382977
8602,PC2,positive_Fatty acyl glycosides of mono- and disaccharides,1.0
8603,PC2,negative_Fatty acyl glycosides of mono- and disaccharides,0.3598396266241375
8604,PC2,positive_Fatty acyl thioesters,1.0
8605,PC2,negative_Fatty acyl thioesters,1.0
8606,PC2,positive_Fatty alcohol esters,0.2551594575953379
8607,PC2,negative_Fatty alcohol esters,1.0
8608,PC2,positive_Fatty alcohols,1.0
8609,PC2,negative_Fatty alcohols,0.6140788315205938
8610,PC2,positive_Fatty aldehydes,0.6067684584789402
8611,PC2,negative_Fatty aldehydes,1.0
8612,PC2,positive_Fatty amides,1.0
8613,PC2,negative_Fatty amides,1.0
8614,PC2,positive_Flavones,1.0
8615,PC2,negative_Flavones,1.0
8616,PC2,positive_Flavonoid glycosides,1.0
8617,PC2,negative_Flavonoid glycosides,1.0
8618,PC2,positive_Flavonoids,1.0
8619,PC2,negative_Flavonoids,1.0
8620,PC2,positive_Furanocoumarins,1.0
8621,PC2,negative_Furanocoumarins,1.0
8622,PC2,positive_Furanoid fatty acids,1.0
8623,PC2,negative_Furanoid fatty acids,1.0
8624,PC2,positive_Furanoid lignans,1.0
8625,PC2,negative_Furanoid lignans,1.0
8626,PC2,positive_Furanoisoflavonoids,1.0
8627,PC2,negative_Furanoisoflavonoids,1.0
8628,PC2,positive_Furanones,1.0
8629,PC2,negative_Furanones,0.592337465097257
8630,PC2,positive_Furoic acid derivatives,1.0
8631,PC2,negative_Furoic acid derivatives,1.0
8632,PC2,positive_Furopyrans,1.0
8633,PC2,negative_Furopyrans,1.0
8634,PC2,positive_Galanthamine-type amaryllidaceae alkaloids,0.2582093122812319
8635,PC2,negative_Galanthamine-type amaryllidaceae alkaloids,1.0
8636,PC2,positive_Gallic acid and derivatives,1.0
8637,PC2,negative_Gallic acid and derivatives,0.38888888888888895
8638,PC2,positive_Galloyl esters,1.0
8639,PC2,negative_Galloyl esters,0.5120120120120121
8640,PC2,positive_Gamma amino acids and derivatives,1.0
8641,PC2,negative_Gamma amino acids and derivatives,0.4028743265403628
8642,PC2,positive_Gamma butyrolactones,1.0
8643,PC2,negative_Gamma butyrolactones,0.5263157894736843
8644,PC2,"positive_Gluco/mineralocorticoids, progestogins and derivatives",1.0
8645,PC2,"negative_Gluco/mineralocorticoids, progestogins and derivatives",1.0
8646,PC2,positive_Glucuronic acid derivatives,1.0
8647,PC2,negative_Glucuronic acid derivatives,1.0
8648,PC2,positive_Glutamic acid and derivatives,1.0
8649,PC2,negative_Glutamic acid and derivatives,1.0
8650,PC2,positive_Glutamine and derivatives,1.0
8651,PC2,negative_Glutamine and derivatives,1.0
8652,PC2,positive_Glycerol vinyl ethers,1.0
8653,PC2,negative_Glycerol vinyl ethers,1.0
8654,PC2,positive_Glycerolipids,1.0
8655,PC2,negative_Glycerolipids,1.0
8656,PC2,positive_Glycerophosphates,1.0
8657,PC2,negative_Glycerophosphates,1.0
8658,PC2,positive_Glycerophosphocholines,1.0
8659,PC2,negative_Glycerophosphocholines,1.0
8660,PC2,positive_Glycerophosphoinositol phosphates,1.0
8661,PC2,negative_Glycerophosphoinositol phosphates,1.0
8662,PC2,positive_Glycinamide ribonucleotides,1.0
8663,PC2,negative_Glycinamide ribonucleotides,1.0
8664,PC2,positive_Glycosyl compounds,1.0
8665,PC2,negative_Glycosyl compounds,1.0
8666,PC2,positive_Glycosylglycerols,1.0
8667,PC2,negative_Glycosylglycerols,1.0
8668,PC2,positive_Guaianes,1.0
8669,PC2,negative_Guaianes,1.0
8670,PC2,positive_Guaianolides and derivatives,1.0
8671,PC2,negative_Guaianolides and derivatives,1.0
8672,PC2,positive_Harmala alkaloids,1.0
8673,PC2,negative_Harmala alkaloids,0.5905131954843674
8674,PC2,positive_Hemiacetals,1.0
8675,PC2,negative_Hemiacetals,0.4841269841269841
8676,PC2,positive_Hexoses,1.0
8677,PC2,negative_Hexoses,0.5560369766463287
8678,PC2,positive_Hippuric acids,1.0
8679,PC2,negative_Hippuric acids,0.4880084151472651
8680,PC2,positive_Homogeneous transition metal compounds,1.0
8681,PC2,negative_Homogeneous transition metal compounds,0.4310344827586207
8682,PC2,positive_Hydroxy acids and derivatives,0.320697089471793
8683,PC2,negative_Hydroxy acids and derivatives,0.5296359109566954
8684,PC2,"positive_Hydroxy bile acids, alcohols and derivatives",1.0
8685,PC2,"negative_Hydroxy bile acids, alcohols and derivatives",1.0
8686,PC2,positive_Hydroxy fatty acids,1.0
8687,PC2,negative_Hydroxy fatty acids,0.5341715674004947
8688,PC2,positive_Hydroxybenzoic acid derivatives,1.0
8689,PC2,negative_Hydroxybenzoic acid derivatives,1.0
8690,PC2,positive_Hydroxycinnamic acids and derivatives,1.0
8691,PC2,negative_Hydroxycinnamic acids and derivatives,0.4899069731284495
8692,PC2,positive_Hydroxyeicosapentaenoic acids,1.0
8693,PC2,negative_Hydroxyeicosapentaenoic acids,1.0
8694,PC2,positive_Hydroxyeicosatrienoic acids,1.0
8695,PC2,negative_Hydroxyeicosatrienoic acids,1.0
8696,PC2,positive_Hydroxysteroids,0.33522727272727265
8697,PC2,negative_Hydroxysteroids,1.0
8698,PC2,positive_Imidazoles,1.0
8699,PC2,negative_Imidazoles,0.2277151790454841
8700,PC2,positive_Imidazopyrimidines,0.588238046924991
8701,PC2,negative_Imidazopyrimidines,0.017368279936815386
8702,PC2,positive_Indoles and derivatives,0.21630726631791738
8703,PC2,negative_Indoles and derivatives,1.0
8704,PC2,positive_Iridoids and derivatives,1.0
8705,PC2,negative_Iridoids and derivatives,1.0
8706,PC2,positive_Isoflavonoids,1.0
8707,PC2,negative_Isoflavonoids,1.0
8708,PC2,positive_Isoindolines,1.0
8709,PC2,negative_Isoindolines,1.0
8710,PC2,positive_Isoleucine and derivatives,1.0
8711,PC2,negative_Isoleucine and derivatives,0.5120120120120121
8712,PC2,positive_Isothiocyanates,1.0
8713,PC2,negative_Isothiocyanates,1.0
8714,PC2,positive_Kaurane diterpenoids,1.0
8715,PC2,negative_Kaurane diterpenoids,0.5842124243537158
8716,PC2,positive_Ketals,1.0
8717,PC2,negative_Ketals,1.0
8718,PC2,positive_Keto acids and derivatives,1.0
8719,PC2,negative_Keto acids and derivatives,0.1315468469211365
8720,PC2,positive_Ketones,0.7084983597216636
8721,PC2,negative_Ketones,0.561202194296249
8722,PC2,positive_L-alpha-amino acids,1.0
8723,PC2,negative_L-alpha-amino acids,1.0
8724,PC2,positive_Lactones,0.6516513198544138
8725,PC2,negative_Lactones,1.0
8726,PC2,positive_Leucine and derivatives,0.3857142857142858
8727,PC2,negative_Leucine and derivatives,0.4140030441400305
8728,PC2,positive_Leukotrienes,1.0
8729,PC2,negative_Leukotrienes,1.0
8730,PC2,positive_Lignan glycosides,1.0
8731,PC2,negative_Lignan glycosides,1.0
8732,PC2,"positive_Linear 1,3-diarylpropanoids",1.0
8733,PC2,"negative_Linear 1,3-diarylpropanoids",1.0
8734,PC2,positive_Lineolic acids and derivatives,1.0
8735,PC2,negative_Lineolic acids and derivatives,0.1424936860776743
8736,PC2,positive_Long-chain fatty acids,0.2563524411186937
8737,PC2,negative_Long-chain fatty acids,0.10791211743875298
8738,PC2,positive_Long-chain fatty alcohols,0.3115968593523294
8739,PC2,negative_Long-chain fatty alcohols,0.6162182555743758
8740,PC2,positive_M-benzoquinones,1.0
8741,PC2,negative_M-benzoquinones,1.0
8742,PC2,positive_M-methoxybenzoic acids and derivatives,0.259954233409611
8743,PC2,negative_M-methoxybenzoic acids and derivatives,0.42977858997841556
8744,PC2,positive_Macrolides and analogues,1.0
8745,PC2,negative_Macrolides and analogues,1.0
8746,PC2,positive_Medium-chain fatty acids,1.0
8747,PC2,negative_Medium-chain fatty acids,1.0
8748,PC2,positive_Medium-chain hydroxy acids and derivatives,1.0
8749,PC2,negative_Medium-chain hydroxy acids and derivatives,1.0
8750,PC2,positive_Medium-chain keto acids and derivatives,1.0
8751,PC2,negative_Medium-chain keto acids and derivatives,0.4324324324324325
8752,PC2,positive_Menthane monoterpenoids,1.0
8753,PC2,negative_Menthane monoterpenoids,1.0
8754,PC2,positive_Methionine and derivatives,1.0
8755,PC2,negative_Methionine and derivatives,0.472972972972973
8756,PC2,positive_Methyl-branched fatty acids,1.0
8757,PC2,negative_Methyl-branched fatty acids,1.0
8758,PC2,positive_Monoalkylglycerols,1.0
8759,PC2,negative_Monoalkylglycerols,1.0
8760,PC2,positive_Monoalkylglycerophosphates,1.0
8761,PC2,negative_Monoalkylglycerophosphates,1.0
8762,PC2,positive_Monoalkylglycerophosphocholines,1.0
8763,PC2,negative_Monoalkylglycerophosphocholines,1.0
8764,PC2,positive_Monocyclic monoterpenoids,1.0
8765,PC2,negative_Monocyclic monoterpenoids,1.0
8766,PC2,positive_Monoterpenoids,0.18247562371349274
8767,PC2,negative_Monoterpenoids,0.5945270660785663
8768,PC2,positive_Monothioacetals,1.0
8769,PC2,negative_Monothioacetals,1.0
8770,PC2,positive_Morphinans,1.0
8771,PC2,negative_Morphinans,1.0
8772,PC2,positive_N-acetyl-2-arylethylamines,1.0
8773,PC2,negative_N-acetyl-2-arylethylamines,1.0
8774,PC2,positive_N-acyl amines,1.0
8775,PC2,negative_N-acyl amines,1.0
8776,PC2,positive_N-acyl-L-alpha-amino acids,1.0
8777,PC2,negative_N-acyl-L-alpha-amino acids,1.0
8778,PC2,positive_N-acyl-alpha amino acids,1.0
8779,PC2,negative_N-acyl-alpha amino acids,0.1624794779220071
8780,PC2,positive_N-acyl-alpha-hexosamines,1.0
8781,PC2,negative_N-acyl-alpha-hexosamines,1.0
8782,PC2,positive_N-acylneuraminic acids,1.0
8783,PC2,negative_N-acylneuraminic acids,1.0
8784,PC2,positive_N-alkylpyrrolidines,1.0
8785,PC2,negative_N-alkylpyrrolidines,1.0
8786,PC2,positive_N-carbamoyl-alpha amino acids,1.0
8787,PC2,negative_N-carbamoyl-alpha amino acids,1.0
8788,PC2,positive_Naphthalenes,1.0
8789,PC2,negative_Naphthalenes,1.0
8790,PC2,positive_Naphthofurans,1.0
8791,PC2,negative_Naphthofurans,1.0
8792,PC2,positive_Nitrophenols,1.0
8793,PC2,negative_Nitrophenols,1.0
8794,PC2,positive_Nucleoside and nucleotide analogues,1.0
8795,PC2,negative_Nucleoside and nucleotide analogues,0.16857623173412647
8796,PC2,positive_O-acylglycerone-phosphates,1.0
8797,PC2,negative_O-acylglycerone-phosphates,1.0
8798,PC2,positive_O-alkylglycerone phosphates,0.46230440967283076
8799,PC2,negative_O-alkylglycerone phosphates,1.0
8800,PC2,positive_O-glucuronides,1.0
8801,PC2,negative_O-glucuronides,1.0
8802,PC2,positive_O-glycosyl compounds,0.6820964770461311
8803,PC2,negative_O-glycosyl compounds,1.0
8804,PC2,positive_O-methylated flavonoids,1.0
8805,PC2,negative_O-methylated flavonoids,1.0
8806,PC2,positive_O-methylated isoflavonoids,1.0
8807,PC2,negative_O-methylated isoflavonoids,1.0
8808,PC2,positive_Oligopeptides,1.0
8809,PC2,negative_Oligopeptides,1.0
8810,PC2,positive_Oligosaccharides,1.0
8811,PC2,negative_Oligosaccharides,0.6094212332820452
8812,PC2,positive_Organic phosphoric acids and derivatives,1.0
8813,PC2,negative_Organic phosphoric acids and derivatives,1.0
8814,PC2,positive_Organic sulfuric acids and derivatives,1.0
8815,PC2,negative_Organic sulfuric acids and derivatives,1.0
8816,PC2,positive_Organonitrogen compounds,1.0
8817,PC2,negative_Organonitrogen compounds,0.48029479168960143
8818,PC2,positive_Organosulfonic acids and derivatives,1.0
8819,PC2,negative_Organosulfonic acids and derivatives,1.0
8820,PC2,positive_Other hydroxyeicosapolyenoic acids,0.3507582618633517
8821,PC2,negative_Other hydroxyeicosapolyenoic acids,1.0
8822,PC2,positive_Oxazinanes,1.0
8823,PC2,negative_Oxazinanes,1.0
8824,PC2,positive_Oxosteroids,1.0
8825,PC2,negative_Oxosteroids,1.0
8826,PC2,positive_P-methoxybenzoic acids and derivatives,1.0
8827,PC2,negative_P-methoxybenzoic acids and derivatives,0.2901785714285715
8828,PC2,"positive_Pentahydroxy bile acids, alcohols and derivatives",1.0
8829,PC2,"negative_Pentahydroxy bile acids, alcohols and derivatives",1.0
8830,PC2,positive_Pentose phosphates,1.0
8831,PC2,negative_Pentose phosphates,1.0
8832,PC2,positive_Pentoses,1.0
8833,PC2,negative_Pentoses,0.292013567684243
8834,PC2,positive_Peptides,0.41700640652300514
8835,PC2,negative_Peptides,1.0
8836,PC2,positive_Peptidomimetics,0.44628714100198114
8837,PC2,negative_Peptidomimetics,1.0
8838,PC2,positive_Phenanthrenes and derivatives,1.0
8839,PC2,negative_Phenanthrenes and derivatives,1.0
8840,PC2,positive_Phenethylamines,1.0
8841,PC2,negative_Phenethylamines,1.0
8842,PC2,positive_Phenol esters,1.0
8843,PC2,negative_Phenol esters,1.0
8844,PC2,positive_Phenol ethers,1.0
8845,PC2,negative_Phenol ethers,1.0
8846,PC2,positive_Phenolic glycosides,0.35341213113444875
8847,PC2,negative_Phenolic glycosides,0.7179420757234423
8848,PC2,positive_Phenols,1.0
8849,PC2,negative_Phenols,1.0
8850,PC2,positive_Phenols and derivatives,1.0
8851,PC2,negative_Phenols and derivatives,1.0
8852,PC2,positive_Phenothiazines,1.0
8853,PC2,negative_Phenothiazines,1.0
8854,PC2,positive_Phenylacetamides,0.3518923991241789
8855,PC2,negative_Phenylacetamides,1.0
8856,PC2,positive_Phenylacetic acid derivatives,1.0
8857,PC2,negative_Phenylacetic acid derivatives,1.0
8858,PC2,positive_Phenylalanine and derivatives,0.5406065964807113
8859,PC2,negative_Phenylalanine and derivatives,1.0
8860,PC2,positive_Phenylbenzodioxanes,1.0
8861,PC2,negative_Phenylbenzodioxanes,0.574842788655008
8862,PC2,positive_Phenylbutylamines,0.45993031358885017
8863,PC2,negative_Phenylbutylamines,1.0
8864,PC2,positive_Phenylpropanes,0.07229230096444336
8865,PC2,negative_Phenylpropanes,1.0
8866,PC2,positive_Phenylpropanoic acids,1.0
8867,PC2,negative_Phenylpropanoic acids,1.0
8868,PC2,positive_Phenylpropenes,0.1624231782265145
8869,PC2,negative_Phenylpropenes,1.0
8870,PC2,positive_Phenylpyruvic acid derivatives,1.0
8871,PC2,negative_Phenylpyruvic acid derivatives,0.17578725038402457
8872,PC2,positive_Phosphatidylcholines,1.0
8873,PC2,negative_Phosphatidylcholines,1.0
8874,PC2,positive_Phosphatidylethanolamines,0.1809537046893659
8875,PC2,negative_Phosphatidylethanolamines,1.0
8876,PC2,"positive_Phosphatidylinositol-4,5-bisphosphates",0.44565217391304346
8877,PC2,"negative_Phosphatidylinositol-4,5-bisphosphates",1.0
8878,PC2,positive_Phosphatidylinositols,1.0
8879,PC2,negative_Phosphatidylinositols,1.0
8880,PC2,positive_Phosphatidylserines,1.0
8881,PC2,negative_Phosphatidylserines,0.5284552845528455
8882,PC2,positive_Piperazines,1.0
8883,PC2,negative_Piperazines,1.0
8884,PC2,positive_Piperidines,1.0
8885,PC2,negative_Piperidines,1.0
8886,PC2,positive_Polyethylene glycols,1.0
8887,PC2,negative_Polyethylene glycols,1.0
8888,PC2,positive_Polyprenols,1.0
8889,PC2,negative_Polyprenols,1.0
8890,PC2,positive_Proline and derivatives,1.0
8891,PC2,negative_Proline and derivatives,1.0
8892,PC2,positive_Prostaglandins and related compounds,0.44216360506969626
8893,PC2,negative_Prostaglandins and related compounds,1.0
8894,PC2,positive_Pteridines and derivatives,1.0
8895,PC2,negative_Pteridines and derivatives,1.0
8896,PC2,"positive_Purine 2',3'-dideoxyribonucleosides",1.0
8897,PC2,"negative_Purine 2',3'-dideoxyribonucleosides",1.0
8898,PC2,positive_Purine nucleosides,1.0
8899,PC2,negative_Purine nucleosides,0.14307594775175486
8900,PC2,positive_Purines and purine derivatives,1.0
8901,PC2,negative_Purines and purine derivatives,0.2645654492310342
8902,PC2,positive_Pyrans,1.0
8903,PC2,negative_Pyrans,0.4923391215526046
8904,PC2,positive_Pyrazines,1.0
8905,PC2,negative_Pyrazines,0.48175568482284514
8906,PC2,positive_Pyrenes,1.0
8907,PC2,negative_Pyrenes,0.47948717948717945
8908,PC2,positive_Pyridinecarboxylic acids and derivatives,1.0
8909,PC2,negative_Pyridinecarboxylic acids and derivatives,1.0
8910,PC2,positive_Pyridines and derivatives,0.5972642727442836
8911,PC2,negative_Pyridines and derivatives,1.0
8912,PC2,positive_Pyridoindoles,1.0
8913,PC2,negative_Pyridoindoles,1.0
8914,PC2,positive_Pyridoxamines,1.0
8915,PC2,negative_Pyridoxamines,1.0
8916,PC2,positive_Pyrimidine nucleosides,1.0
