,PC,Label,p_value
1770,PC11,positive_Organosulfonic acids and derivatives,1.0
1771,PC11,negative_Organosulfonic acids and derivatives,0.3005108275222108
1772,PC11,positive_Other hydroxyeicosapolyenoic acids,0.7074513515695324
1773,PC11,negative_Other hydroxyeicosapolyenoic acids,1.0
1774,PC11,positive_Oxosteroids,1.0
1775,PC11,negative_Oxosteroids,1.0
1776,PC11,positive_P-methoxybenzoic acids and derivatives,1.0
1777,PC11,negative_P-methoxybenzoic acids and derivatives,1.0
1778,PC11,"positive_Pentahydroxy bile acids, alcohols and derivatives",1.0
1779,PC11,"negative_Pentahydroxy bile acids, alcohols and derivatives",1.0
1780,PC11,positive_Pentose phosphates,1.0
1781,PC11,negative_Pentose phosphates,1.0
1782,PC11,positive_Pentoses,1.0
1783,PC11,negative_Pentoses,1.0
1784,PC11,positive_Peptides,0.4772727272727272
1785,PC11,negative_Peptides,1.0
1786,PC11,positive_Peptidomimetics,0.38278101209135684
1787,PC11,negative_Peptidomimetics,1.0
1788,PC11,positive_Phenanthrenes and derivatives,0.40506099686301844
1789,PC11,negative_Phenanthrenes and derivatives,0.48870985505687337
1790,PC11,positive_Phenethylamines,1.0
1791,PC11,negative_Phenethylamines,1.0
1792,PC11,positive_Phenol esters,1.0
1793,PC11,negative_Phenol esters,0.3752860411899312
1794,PC11,positive_Phenol ethers,1.0
1795,PC11,negative_Phenol ethers,1.0
1796,PC11,positive_Phenolic glycosides,1.0
1797,PC11,negative_Phenolic glycosides,0.35821211158875477
1798,PC11,positive_Phenols,0.3624115098424199
1799,PC11,negative_Phenols,1.0
1800,PC11,positive_Phenols and derivatives,1.0
1801,PC11,negative_Phenols and derivatives,1.0
1802,PC11,positive_Phenothiazines,1.0
1803,PC11,negative_Phenothiazines,1.0
1804,PC11,positive_Phenylacetamides,0.20117750412280566
1805,PC11,negative_Phenylacetamides,1.0
1806,PC11,positive_Phenylacetic acid derivatives,1.0
1807,PC11,negative_Phenylacetic acid derivatives,1.0
1808,PC11,positive_Phenylalanine and derivatives,1.0
1809,PC11,negative_Phenylalanine and derivatives,1.0
1810,PC11,positive_Phenylbenzodioxanes,0.2695848967437819
1811,PC11,negative_Phenylbenzodioxanes,1.0
1812,PC11,positive_Phenylbutylamines,1.0
1813,PC11,negative_Phenylbutylamines,1.0
1814,PC11,positive_Phenylpropanes,1.0
1815,PC11,negative_Phenylpropanes,0.5100762625607984
1816,PC11,positive_Phenylpropanoic acids,1.0
1817,PC11,negative_Phenylpropanoic acids,1.0
1818,PC11,positive_Phenylpropenes,1.0
1819,PC11,negative_Phenylpropenes,1.0
1820,PC11,positive_Phosphatidylcholines,1.0
1821,PC11,negative_Phosphatidylcholines,0.046999637009127626
1822,PC11,positive_Phosphatidylethanolamines,0.2688533405027558
1823,PC11,negative_Phosphatidylethanolamines,0.2849612924427944
1824,PC11,"positive_Phosphatidylinositol-4,5-bisphosphates",1.0
1825,PC11,"negative_Phosphatidylinositol-4,5-bisphosphates",1.0
1826,PC11,positive_Phosphatidylinositols,0.22046783625730995
1827,PC11,negative_Phosphatidylinositols,1.0
1828,PC11,positive_Phosphatidylserines,1.0
1829,PC11,negative_Phosphatidylserines,1.0
1830,PC11,positive_Piperidines,1.0
1831,PC11,negative_Piperidines,1.0
1832,PC11,positive_Polyethylene glycols,1.0
1833,PC11,negative_Polyethylene glycols,1.0
1834,PC11,positive_Proline and derivatives,0.30434518013631934
1835,PC11,negative_Proline and derivatives,1.0
1836,PC11,positive_Prostaglandins and related compounds,1.0
1837,PC11,negative_Prostaglandins and related compounds,0.5265969566094619
1838,PC11,positive_Pteridines and derivatives,1.0
1839,PC11,negative_Pteridines and derivatives,1.0
1840,PC11,"positive_Purine 2',3'-dideoxyribonucleosides",1.0
1841,PC11,"negative_Purine 2',3'-dideoxyribonucleosides",1.0
1842,PC11,positive_Purines and purine derivatives,1.0
1843,PC11,negative_Purines and purine derivatives,1.0
1844,PC11,positive_Pyrans,1.0
1845,PC11,negative_Pyrans,1.0
1846,PC11,positive_Pyrazines,1.0
1847,PC11,negative_Pyrazines,1.0
1848,PC11,positive_Pyridinecarboxylic acids and derivatives,1.0
1849,PC11,negative_Pyridinecarboxylic acids and derivatives,0.48987854251012164
1850,PC11,positive_Pyridines and derivatives,0.3682630286625672
1851,PC11,negative_Pyridines and derivatives,1.0
1852,PC11,positive_Pyridoindoles,1.0
1853,PC11,negative_Pyridoindoles,1.0
1854,PC11,positive_Pyridoxamines,1.0
1855,PC11,negative_Pyridoxamines,1.0
1856,PC11,positive_Pyrimidine nucleosides,0.22867513611615248
1857,PC11,negative_Pyrimidine nucleosides,1.0
1858,PC11,positive_Pyrimidines and pyrimidine derivatives,1.0
1859,PC11,negative_Pyrimidines and pyrimidine derivatives,1.0
1860,PC11,positive_Pyrroles,1.0
1861,PC11,negative_Pyrroles,1.0
1862,PC11,positive_Pyrrolidines,1.0
1863,PC11,negative_Pyrrolidines,1.0
1864,PC11,positive_Pyrrolizines,1.0
1865,PC11,negative_Pyrrolizines,1.0
1866,PC11,positive_Pyrroloquinolines,1.0
1867,PC11,negative_Pyrroloquinolines,1.0
1868,PC11,positive_Quaternary ammonium salts,1.0
1869,PC11,negative_Quaternary ammonium salts,1.0
1870,PC11,positive_Quinic acids and derivatives,1.0
1871,PC11,negative_Quinic acids and derivatives,1.0
1872,PC11,positive_Quinoline carboxylic acids,1.0
1873,PC11,negative_Quinoline carboxylic acids,0.3647058823529411
1874,PC11,positive_Quinolines and derivatives,1.0
1875,PC11,negative_Quinolines and derivatives,1.0
1876,PC11,positive_Quinone and hydroquinone lipids,1.0
1877,PC11,negative_Quinone and hydroquinone lipids,1.0
1878,PC11,positive_Retinoids,1.0
1879,PC11,negative_Retinoids,1.0
1880,PC11,positive_Salicylic acids,1.0
1881,PC11,negative_Salicylic acids,1.0
1882,PC11,positive_Secondary alcohols,1.0
1883,PC11,negative_Secondary alcohols,1.0
1884,PC11,positive_Sesquaterpenoids,1.0
1885,PC11,negative_Sesquaterpenoids,1.0
1886,PC11,positive_Sesquiterpenoids,0.369597373800599
1887,PC11,negative_Sesquiterpenoids,0.6951417907029953
1888,PC11,positive_Solanidines and derivatives,1.0
1889,PC11,negative_Solanidines and derivatives,1.0
1890,PC11,positive_Solanocapsine-type alkaloids,1.0
1891,PC11,negative_Solanocapsine-type alkaloids,1.0
1892,PC11,positive_Sphingolipids,0.28236841766065307
1893,PC11,negative_Sphingolipids,0.00020786885892655813
1894,PC11,positive_Spirosolanes and derivatives,0.4158693462735763
1895,PC11,negative_Spirosolanes and derivatives,1.0
1896,PC11,positive_Steroid acids,1.0
1897,PC11,negative_Steroid acids,1.0
1898,PC11,positive_Steroid esters,0.429399585921325
1899,PC11,negative_Steroid esters,1.0
1900,PC11,positive_Steroid glucuronide conjugates,0.4648747815958066
1901,PC11,negative_Steroid glucuronide conjugates,1.0
1902,PC11,positive_Steroidal glycosides,0.4452006932021466
1903,PC11,negative_Steroidal glycosides,1.0
1904,PC11,positive_Steroidal saponins,0.14569544328727876
1905,PC11,negative_Steroidal saponins,0.24889803114898615
1906,PC11,positive_Stigmastanes and derivatives,1.0
1907,PC11,negative_Stigmastanes and derivatives,0.38525400838781965
1908,PC11,positive_Stilbenes,1.0
1909,PC11,negative_Stilbenes,1.0
1910,PC11,positive_Sulfated steroids,1.0
1911,PC11,negative_Sulfated steroids,1.0
1912,PC11,positive_Sulfoxides,0.2923387096774193
1913,PC11,negative_Sulfoxides,1.0
1914,PC11,positive_Tannins,1.0
1915,PC11,negative_Tannins,1.0
1916,PC11,positive_Terpene glycosides,1.0
1917,PC11,negative_Terpene glycosides,1.0
1918,PC11,positive_Terpene lactones,1.0
1919,PC11,negative_Terpene lactones,0.3010752688172043
1920,PC11,positive_Tertiary alcohols,1.0
1921,PC11,negative_Tertiary alcohols,1.0
1922,PC11,positive_Tetracyclines,1.0
1923,PC11,negative_Tetracyclines,1.0
1924,PC11,positive_Tetrahydrofurans,0.4772727272727272
1925,PC11,negative_Tetrahydrofurans,1.0
1926,PC11,positive_Tetrahydroisoquinolines,0.5984685583535152
1927,PC11,negative_Tetrahydroisoquinolines,1.0
1928,PC11,"positive_Tetrahydroxy bile acids, alcohols and derivatives",1.0
1929,PC11,"negative_Tetrahydroxy bile acids, alcohols and derivatives",1.0
1930,PC11,positive_Tetralins,1.0
1931,PC11,negative_Tetralins,1.0
1932,PC11,positive_Tetrapyrroles and derivatives,0.6791933969985655
1933,PC11,negative_Tetrapyrroles and derivatives,0.6754360055368045
1934,PC11,positive_Tetraterpenoids,1.0
1935,PC11,negative_Tetraterpenoids,0.23924955641373552
1936,PC11,positive_Thia fatty acids,1.0
1937,PC11,negative_Thia fatty acids,1.0
1938,PC11,positive_Thiazoles,0.30328201981179703
1939,PC11,negative_Thiazoles,1.0
1940,PC11,positive_Thienopyridines,1.0
1941,PC11,negative_Thienopyridines,1.0
1942,PC11,positive_Thiolactams,1.0
1943,PC11,negative_Thiolactams,1.0
1944,PC11,positive_Tocopherols,1.0
1945,PC11,negative_Tocopherols,0.16304347826086957
1946,PC11,positive_Tocotrienols,0.4822252374491181
1947,PC11,negative_Tocotrienols,1.0
1948,PC11,positive_Toluenes,1.0
1949,PC11,negative_Toluenes,1.0
1950,PC11,positive_Triacylglycerols,1.0
1951,PC11,negative_Triacylglycerols,0.6080367423034322
1952,PC11,positive_Triazines,1.0
1953,PC11,negative_Triazines,1.0
1954,PC11,positive_Tricarboxylic acids and derivatives,0.07483198100853446
1955,PC11,negative_Tricarboxylic acids and derivatives,1.0
1956,PC11,positive_Trichothecenes,1.0
1957,PC11,negative_Trichothecenes,1.0
1958,PC11,positive_Trifluoromethylbenzenes,0.40871650505682416
1959,PC11,negative_Trifluoromethylbenzenes,1.0
1960,PC11,"positive_Trihydroxy bile acids, alcohols and derivatives",1.0
1961,PC11,"negative_Trihydroxy bile acids, alcohols and derivatives",1.0
1962,PC11,positive_Triterpene saponins,1.0
1963,PC11,negative_Triterpene saponins,0.23106060606060605
1964,PC11,positive_Triterpenoids,0.3909566981644158
1965,PC11,negative_Triterpenoids,0.2863984891658823
1966,PC11,positive_Tropane alkaloids,1.0
1967,PC11,negative_Tropane alkaloids,1.0
1968,PC11,positive_Tryptamines and derivatives,1.0
1969,PC11,negative_Tryptamines and derivatives,1.0
1970,PC11,positive_Tyrosine and derivatives,1.0
1971,PC11,negative_Tyrosine and derivatives,1.0
1972,PC11,positive_Ubiquinols,1.0
1973,PC11,negative_Ubiquinols,0.2063492063492064
1974,PC11,positive_Ubiquinones,1.0
1975,PC11,negative_Ubiquinones,1.0
1976,PC11,positive_Unsaturated hydrocarbons,1.0
1977,PC11,negative_Unsaturated hydrocarbons,1.0
1978,PC11,positive_Very long-chain fatty acids,0.686795253535459
1979,PC11,negative_Very long-chain fatty acids,0.010066491921863315
1980,PC11,positive_Vitamin D and derivatives,0.6959289991289355
1981,PC11,negative_Vitamin D and derivatives,1.0
1982,PC11,positive_Vitamin K compounds,1.0
1983,PC11,negative_Vitamin K compounds,1.0
1984,PC11,positive_Wax monoesters,1.0
1985,PC11,negative_Wax monoesters,0.4957983193277311
1986,PC11,positive_Withanolides and derivatives,1.0
1987,PC11,negative_Withanolides and derivatives,1.0
1988,PC11,positive_Xanthophylls,1.0
1989,PC11,negative_Xanthophylls,1.0
1990,PC11,positive_Xylenes,1.0
1991,PC11,negative_Xylenes,1.0
1992,PC11,positive_m-Xylenes,1.0
1993,PC11,negative_m-Xylenes,1.0
1994,PC11,positive_o-Hydroxybenzoic acid esters,1.0
1995,PC11,negative_o-Hydroxybenzoic acid esters,1.0
1996,PC11,positive_p-Hydroxybenzoic acid alkyl esters,1.0
1997,PC11,negative_p-Hydroxybenzoic acid alkyl esters,1.0
1998,PC12,"positive_1,2-diacylglycerols",1.0
1999,PC12,"negative_1,2-diacylglycerols",1.0
2000,PC12,"positive_1,3-diacylglycerols",1.0
2001,PC12,"negative_1,3-diacylglycerols",0.639934202892574
2002,PC12,"positive_1-(1Z-alkenyl),2-acyl-glycerophosphocholines",1.0
2003,PC12,"negative_1-(1Z-alkenyl),2-acyl-glycerophosphocholines",1.0
2004,PC12,positive_1-(1Z-alkenyl)-glycero-3-phosphocholines,1.0
2005,PC12,negative_1-(1Z-alkenyl)-glycero-3-phosphocholines,1.0
2006,PC12,positive_1-(1Z-alkenyl)-glycero-3-phosphoethanolamines,1.0
2007,PC12,negative_1-(1Z-alkenyl)-glycero-3-phosphoethanolamines,1.0
2008,PC12,"positive_1-acyl,2-(1Z-alkenyl)-glycerophosphocholines",1.0
2009,PC12,"negative_1-acyl,2-(1Z-alkenyl)-glycerophosphocholines",0.3584905660377359
2010,PC12,positive_1-acyl-sn-glycero-3-phosphocholines,0.4771961163283818
2011,PC12,negative_1-acyl-sn-glycero-3-phosphocholines,1.0
2012,PC12,positive_1-acyl-sn-glycero-3-phosphoethanolamines,1.0
2013,PC12,negative_1-acyl-sn-glycero-3-phosphoethanolamines,0.5521394995959388
2014,PC12,"positive_1-acyl-sn-glycerol-2,3-cyclic-phosphates",1.0
2015,PC12,"negative_1-acyl-sn-glycerol-2,3-cyclic-phosphates",0.3923611111111112
2016,PC12,positive_1-acyl-sn-glycerol-3-phosphoinositols,1.0
2017,PC12,negative_1-acyl-sn-glycerol-3-phosphoinositols,1.0
2018,PC12,positive_1-acylglycerol-3-phosphates,1.0
2019,PC12,negative_1-acylglycerol-3-phosphates,0.36755952380952395
2020,PC12,"positive_1-alkyl,2-acylglycero-3-phosphocholines",1.0
2021,PC12,"negative_1-alkyl,2-acylglycero-3-phosphocholines",1.0
2022,PC12,"positive_1-alkyl,2-acylglycerophosphates",1.0
2023,PC12,"negative_1-alkyl,2-acylglycerophosphates",1.0
2024,PC12,positive_1-benzopyrans,1.0
2025,PC12,negative_1-benzopyrans,1.0
2026,PC12,positive_1-monoacylglycerols,1.0
2027,PC12,negative_1-monoacylglycerols,1.0
2028,PC12,positive_2-acyl-sn-glycero-3-phosphocholines,1.0
2029,PC12,negative_2-acyl-sn-glycero-3-phosphocholines,1.0
2030,PC12,positive_2-deoxystreptamine aminoglycosides,1.0
2031,PC12,negative_2-deoxystreptamine aminoglycosides,1.0
2032,PC12,positive_2-monoacylglycerols,1.0
2033,PC12,negative_2-monoacylglycerols,1.0
2034,PC12,positive_2-polyprenyl-6-methoxyphenols,1.0
2035,PC12,negative_2-polyprenyl-6-methoxyphenols,1.0
2036,PC12,positive_21-hydroxysteroids,1.0
2037,PC12,negative_21-hydroxysteroids,0.4579803940230323
2038,PC12,positive_3-hydroxysteroids,1.0
2039,PC12,negative_3-hydroxysteroids,1.0
2040,PC12,positive_Abscisic acids and derivatives,1.0
2041,PC12,negative_Abscisic acids and derivatives,1.0
2042,PC12,positive_Acetals,1.0
2043,PC12,negative_Acetals,1.0
2044,PC12,positive_Acyclic diterpenoids,1.0
2045,PC12,negative_Acyclic diterpenoids,0.28740297603611664
2046,PC12,positive_Acyclic olefins,1.0
2047,PC12,negative_Acyclic olefins,1.0
2048,PC12,positive_Acyl carnitines,0.6150792388333098
2049,PC12,negative_Acyl carnitines,1.0
2050,PC12,positive_Acylaminobenzoic acid and derivatives,1.0
2051,PC12,negative_Acylaminobenzoic acid and derivatives,1.0
2052,PC12,positive_Acylaminosugars,1.0
2053,PC12,negative_Acylaminosugars,0.35737704918032787
2054,PC12,positive_Alanine and derivatives,1.0
2055,PC12,negative_Alanine and derivatives,1.0
2056,PC12,positive_Aldehydes,1.0
2057,PC12,negative_Aldehydes,0.2792022792022792
2058,PC12,positive_Alkyl-phenylketones,1.0
2059,PC12,negative_Alkyl-phenylketones,0.749854790411461
2060,PC12,positive_Allyl sulfur compounds,1.0
2061,PC12,negative_Allyl sulfur compounds,1.0
2062,PC12,positive_Alpha amino acid amides,0.5704348218109686
2063,PC12,negative_Alpha amino acid amides,1.0
2064,PC12,positive_Alpha amino acid esters,1.0
2065,PC12,negative_Alpha amino acid esters,0.3301046106160403
2066,PC12,positive_Alpha amino acids,1.0
2067,PC12,negative_Alpha amino acids,1.0
2068,PC12,positive_Alpha amino acids and derivatives,1.0
2069,PC12,negative_Alpha amino acids and derivatives,0.17103005965702417
2070,PC12,positive_Alpha-acyloxy carbonyl compounds,1.0
2071,PC12,negative_Alpha-acyloxy carbonyl compounds,1.0
2072,PC12,"positive_Alpha-branched alpha,beta-unsaturated ketones",1.0
2073,PC12,"negative_Alpha-branched alpha,beta-unsaturated ketones",1.0
2074,PC12,positive_Alpha-hydrogen aldehydes,1.0
2075,PC12,negative_Alpha-hydrogen aldehydes,1.0
2076,PC12,"positive_Amino acids, peptides, and analogues",0.37365390377555613
2077,PC12,"negative_Amino acids, peptides, and analogues",0.7582345642910319
2078,PC12,positive_Aminobenzamides,1.0
2079,PC12,negative_Aminobenzamides,1.0
2080,PC12,positive_Aminobenzoic acids,1.0
2081,PC12,negative_Aminobenzoic acids,1.0
2082,PC12,positive_Aminoquinolines and derivatives,1.0
2083,PC12,negative_Aminoquinolines and derivatives,1.0
2084,PC12,positive_Amphetamines and derivatives,1.0
2085,PC12,negative_Amphetamines and derivatives,1.0
2086,PC12,positive_Anagyrine-type alkaloids,1.0
2087,PC12,negative_Anagyrine-type alkaloids,1.0
2088,PC12,positive_Androgens and derivatives,1.0
2089,PC12,negative_Androgens and derivatives,1.0
2090,PC12,positive_Androstane steroids,1.0
2091,PC12,negative_Androstane steroids,1.0
2092,PC12,positive_Anilides,1.0
2093,PC12,negative_Anilides,1.0
2094,PC12,positive_Aniline and substituted anilines,1.0
2095,PC12,negative_Aniline and substituted anilines,1.0
2096,PC12,positive_Annonaceous acetogenins,1.0
2097,PC12,negative_Annonaceous acetogenins,0.6901361345119474
2098,PC12,positive_Aporphines,1.0
2099,PC12,negative_Aporphines,1.0
2100,PC12,positive_Aryl-aldehydes,1.0
2101,PC12,negative_Aryl-aldehydes,1.0
2102,PC12,positive_Aspartic acid and derivatives,1.0
2103,PC12,negative_Aspartic acid and derivatives,1.0
2104,PC12,positive_Azoles,1.0
2105,PC12,negative_Azoles,1.0
2106,PC12,positive_Azolidines,1.0
2107,PC12,negative_Azolidines,1.0
2108,PC12,positive_Benzazepines,1.0
2109,PC12,negative_Benzazepines,1.0
2110,PC12,positive_Benzene and substituted derivatives,1.0
2111,PC12,negative_Benzene and substituted derivatives,1.0
2112,PC12,positive_Benzenesulfonic acids and derivatives,1.0
2113,PC12,negative_Benzenesulfonic acids and derivatives,1.0
2114,PC12,positive_Benzidines,1.0
2115,PC12,negative_Benzidines,1.0
2116,PC12,positive_Benzimidazoles,1.0
2117,PC12,negative_Benzimidazoles,1.0
2118,PC12,positive_Benzodiazepines,1.0
2119,PC12,negative_Benzodiazepines,1.0
2120,PC12,positive_Benzodioxoles,1.0
2121,PC12,negative_Benzodioxoles,1.0
2122,PC12,positive_Benzoic acid esters,1.0
2123,PC12,negative_Benzoic acid esters,1.0
2124,PC12,positive_Benzoic acids and derivatives,0.447616478592516
2125,PC12,negative_Benzoic acids and derivatives,1.0
2126,PC12,positive_Benzopyrans,1.0
2127,PC12,negative_Benzopyrans,1.0
2128,PC12,positive_Benzopyrazoles,1.0
2129,PC12,negative_Benzopyrazoles,1.0
2130,PC12,positive_Benzoquinolines,1.0
2131,PC12,negative_Benzoquinolines,1.0
2132,PC12,positive_Benzothiazepines,1.0
2133,PC12,negative_Benzothiazepines,1.0
2134,PC12,positive_Benzothiophenes,1.0
2135,PC12,negative_Benzothiophenes,0.5120120120120121
2136,PC12,positive_Benzoxazines,1.0
2137,PC12,negative_Benzoxazines,1.0
2138,PC12,positive_Benzoxazolones,1.0
2139,PC12,negative_Benzoxazolones,1.0
2140,PC12,positive_Benzyl alcohols,1.0
2141,PC12,negative_Benzyl alcohols,1.0
2142,PC12,positive_Benzyloxycarbonyls,1.0
2143,PC12,negative_Benzyloxycarbonyls,1.0
2144,PC12,positive_Beta amino acids and derivatives,0.4841269841269841
2145,PC12,negative_Beta amino acids and derivatives,1.0
2146,PC12,positive_Beta-diketones,1.0
2147,PC12,negative_Beta-diketones,0.370193886782312
2148,PC12,"positive_Bile acids, alcohols and derivatives",0.4446162854780931
2149,PC12,"negative_Bile acids, alcohols and derivatives",1.0
2150,PC12,positive_Brassinolides and derivatives,0.5158016436746586
2151,PC12,negative_Brassinolides and derivatives,1.0
2152,PC12,positive_Camptothecins,1.0
2153,PC12,negative_Camptothecins,1.0
2154,PC12,positive_Carbohydrates and carbohydrate conjugates,1.0
2155,PC12,negative_Carbohydrates and carbohydrate conjugates,1.0
2156,PC12,positive_Carbonyl compounds,1.0
2157,PC12,negative_Carbonyl compounds,1.0
2158,PC12,positive_Carboximidic acids and derivatives,1.0
2159,PC12,negative_Carboximidic acids and derivatives,1.0
2160,PC12,positive_Carboxylic acid derivatives,1.0
2161,PC12,negative_Carboxylic acid derivatives,0.5254785478547855
2162,PC12,positive_Carboxylic acids,1.0
2163,PC12,negative_Carboxylic acids,1.0
2164,PC12,positive_Cardenolide glycosides and derivatives,0.2923387096774193
2165,PC12,negative_Cardenolide glycosides and derivatives,1.0
2166,PC12,positive_Cardenolides and derivatives,1.0
2167,PC12,negative_Cardenolides and derivatives,1.0
2168,PC12,positive_Cardiolipins,0.5725266673242495
2169,PC12,negative_Cardiolipins,1.0
2170,PC12,positive_Cembrane diterpenoids,1.0
2171,PC12,negative_Cembrane diterpenoids,1.0
2172,PC12,positive_Cholestane steroids,0.3207223855325905
2173,PC12,negative_Cholestane steroids,1.0
2174,PC12,positive_Cholesterols and derivatives,0.3465573334258749
2175,PC12,negative_Cholesterols and derivatives,0.650562934703738
2176,PC12,positive_Cholesteryl esters,0.7865651042449685
2177,PC12,negative_Cholesteryl esters,0.7025494328289905
2178,PC12,positive_Cinnamic acids and derivatives,1.0
2179,PC12,negative_Cinnamic acids and derivatives,1.0
2180,PC12,positive_Coumarans,1.0
2181,PC12,negative_Coumarans,1.0
2182,PC12,positive_Coumarins and derivatives,1.0
2183,PC12,negative_Coumarins and derivatives,1.0
2184,PC12,positive_Cucurbitacins,1.0
2185,PC12,negative_Cucurbitacins,1.0
2186,PC12,positive_Cumenes,1.0
2187,PC12,negative_Cumenes,1.0
2188,PC12,positive_Cyanogenic glycosides,1.0
2189,PC12,negative_Cyanogenic glycosides,0.5512820512820512
2190,PC12,positive_Cyclic ketones,1.0
2191,PC12,negative_Cyclic ketones,1.0
2192,PC12,positive_Cyclic olefins,0.3647058823529411
2193,PC12,negative_Cyclic olefins,1.0
2194,PC12,positive_Cycloartanols and derivatives,1.0
2195,PC12,negative_Cycloartanols and derivatives,1.0
2196,PC12,positive_Cyclohexanols,1.0
2197,PC12,negative_Cyclohexanols,1.0
2198,PC12,positive_Cyclohexenones,1.0
2199,PC12,negative_Cyclohexenones,1.0
2200,PC12,positive_Cyclohexylphenols,1.0
2201,PC12,negative_Cyclohexylphenols,1.0
2202,PC12,positive_Cyclopentyl nucleosides,1.0
2203,PC12,negative_Cyclopentyl nucleosides,1.0
2204,PC12,positive_Diazinanes,1.0
2205,PC12,negative_Diazinanes,0.441860465116279
2206,PC12,positive_Diazines,1.0
2207,PC12,negative_Diazines,0.45816217600329256
2208,PC12,positive_Dicarboxylic acids and derivatives,1.0
2209,PC12,negative_Dicarboxylic acids and derivatives,1.0
2210,PC12,positive_Dihydrofurans,1.0
2211,PC12,negative_Dihydrofurans,1.0
2212,PC12,"positive_Dihydroxy bile acids, alcohols and derivatives",1.0
2213,PC12,"negative_Dihydroxy bile acids, alcohols and derivatives",1.0
2214,PC12,positive_Dimethoxybenzenes,1.0
2215,PC12,negative_Dimethoxybenzenes,1.0
2216,PC12,positive_Dioxanes,1.0
2217,PC12,negative_Dioxanes,1.0
2218,PC12,positive_Dipeptides,0.41665483274491094
2219,PC12,negative_Dipeptides,0.5423945117547012
2220,PC12,positive_Diphenylacetonitriles,0.28856624319419244
2221,PC12,negative_Diphenylacetonitriles,1.0
2222,PC12,positive_Diphenylethers,0.39525691699604737
2223,PC12,negative_Diphenylethers,1.0
2224,PC12,positive_Diphenylmethanes,0.22108066562269707
2225,PC12,negative_Diphenylmethanes,1.0
2226,PC12,positive_Diradylglycerols,0.3490753911806543
2227,PC12,negative_Diradylglycerols,1.0
2228,PC12,positive_Diterpene glycosides,0.2559440559440559
2229,PC12,negative_Diterpene glycosides,1.0
2230,PC12,positive_Diterpenoids,0.7851762229851915
2231,PC12,negative_Diterpenoids,1.0
2232,PC12,positive_Eicosanoids,1.0
2233,PC12,negative_Eicosanoids,1.0
2234,PC12,positive_Endocannabinoids,1.0
2235,PC12,negative_Endocannabinoids,1.0
2236,PC12,positive_Epoxides,1.0
2237,PC12,negative_Epoxides,1.0
2238,PC12,"positive_Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids",1.0
2239,PC12,"negative_Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids",1.0
2240,PC12,positive_Ergoline and derivatives,1.0
2241,PC12,negative_Ergoline and derivatives,1.0
2242,PC12,positive_Ergostane steroids,0.5693193238921883
2243,PC12,negative_Ergostane steroids,1.0
2244,PC12,positive_Ergosterols and derivatives,0.34894984797985373
2245,PC12,negative_Ergosterols and derivatives,1.0
2246,PC12,"positive_Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids",0.25287356321839083
2247,PC12,"negative_Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids",1.0
2248,PC12,positive_Fatty acid esters,1.0
2249,PC12,negative_Fatty acid esters,1.0
2250,PC12,positive_Fatty acid methyl esters,1.0
2251,PC12,negative_Fatty acid methyl esters,1.0
2252,PC12,positive_Fatty acids and conjugates,1.0
2253,PC12,negative_Fatty acids and conjugates,1.0
2254,PC12,positive_Fatty acyl glycosides,1.0
2255,PC12,negative_Fatty acyl glycosides,1.0
2256,PC12,positive_Fatty acyl glycosides of mono- and disaccharides,1.0
2257,PC12,negative_Fatty acyl glycosides of mono- and disaccharides,0.5743438564452766
2258,PC12,positive_Fatty acyl thioesters,1.0
2259,PC12,negative_Fatty acyl thioesters,0.2698412698412699
2260,PC12,positive_Fatty alcohol esters,1.0
2261,PC12,negative_Fatty alcohol esters,1.0
2262,PC12,positive_Fatty alcohols,1.0
2263,PC12,negative_Fatty alcohols,0.3364879528163725
2264,PC12,positive_Fatty aldehydes,1.0
2265,PC12,negative_Fatty aldehydes,1.0
2266,PC12,positive_Fatty amides,1.0
2267,PC12,negative_Fatty amides,1.0
2268,PC12,positive_Flavonoids,0.6021228495984075
2269,PC12,negative_Flavonoids,0.749973718444211
2270,PC12,positive_Furanocoumarins,1.0
2271,PC12,negative_Furanocoumarins,1.0
2272,PC12,positive_Furanoid fatty acids,1.0
2273,PC12,negative_Furanoid fatty acids,1.0
2274,PC12,positive_Furanoid lignans,1.0
2275,PC12,negative_Furanoid lignans,1.0
2276,PC12,positive_Furanones,1.0
2277,PC12,negative_Furanones,1.0
2278,PC12,positive_Furoic acid derivatives,1.0
2279,PC12,negative_Furoic acid derivatives,1.0
2280,PC12,positive_Furopyrans,1.0
2281,PC12,negative_Furopyrans,1.0
2282,PC12,positive_Galanthamine-type amaryllidaceae alkaloids,1.0
2283,PC12,negative_Galanthamine-type amaryllidaceae alkaloids,1.0
2284,PC12,positive_Gallic acid and derivatives,1.0
2285,PC12,negative_Gallic acid and derivatives,1.0
2286,PC12,positive_Gamma amino acids and derivatives,1.0
2287,PC12,negative_Gamma amino acids and derivatives,1.0
2288,PC12,"positive_Gluco/mineralocorticoids, progestogins and derivatives",0.6128743649760738
2289,PC12,"negative_Gluco/mineralocorticoids, progestogins and derivatives",1.0
2290,PC12,positive_Glucuronic acid derivatives,1.0
2291,PC12,negative_Glucuronic acid derivatives,1.0
